currency,estruct,ecase,geo\time	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 
EUR,FAM,A1_2CH_67,AT	5098.40 	5031.20 	4964.00 	4896.80 	4896.80 	4896.80 	4971.40 	4971.40 	4516.80 	4516.80 	4516.80 	4516.80 	4516.80 	4516.80 	4341.60 	4338.57 	4338.57 	: 	: 	: 	: 	: 
EUR,FAM,A1_2CH_67,BE	3802.83 	3756.04 	3773.04 	3773.04 	3719.36 	3623.30 	3527.25 	3610.89 	3542.67 	3282.12 	3133.29 	3082.24 	2996.64 	2937.96 	2933.19 	2857.10 	2881.91 	: 	: 	: 	: 	: 
EUR,FAM,A1_2CH_67,BG	: 	1503.22 	1503.22 	1165.76 	429.49 	429.49 	429.49 	429.49 	306.78 	233.15 	233.15 	220.88 	221.16 	184.71 	164.68 	105.74 	105.52 	: 	: 	: 	: 	: 
EUR,FAM,A1_2CH_67,CH	: 	5618.50 	4939.90 	4873.69 	4978.01 	4867.76 	4346.88 	3973.51 	4261.69 	3231.27 	3335.24 	3388.23 	3398.11 	3420.98 	3511.93 	3377.69 	3210.73 	: 	: 	: 	: 	: 
EUR,FAM,A1_2CH_67,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	686.54 	694.71 	693.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,FAM,A1_2CH_67,CZ	: 	536.68 	531.67 	1530.12 	1576.49 	1491.12 	1451.57 	1411.17 	1615.42 	1534.33 	1135.83 	1216.44 	1156.50 	1168.31 	1207.83 	1033.64 	989.19 	: 	: 	: 	: 	: 
EUR,FAM,A1_2CH_67,DE	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_2CH_67,DK	: 	9398.82 	9353.97 	9167.73 	9071.83 	8892.17 	8792.99 	8243.67 	8028.43 	7847.96 	7671.70 	7542.88 	7402.79 	7227.31 	6995.49 	6781.98 	6571.14 	: 	: 	: 	: 	: 
EUR,FAM,A1_2CH_67,EA17	: 	1587.87 	1428.29 	1426.43 	1432.42 	1422.89 	1420.79 	1442.95 	1365.74 	1281.30 	1151.98 	1106.33 	1099.97 	1090.83 	1062.09 	1011.20 	999.95 	: 	: 	: 	: 	: 
EUR,FAM,A1_2CH_67,EA18	: 	1601.32 	1431.92 	1426.73 	1425.61 	1416.26 	1414.24 	1435.84 	1358.34 	1274.35 	1145.22 	1100.10 	1093.94 	1084.96 	1056.13 	1005.76 	993.23 	: 	: 	: 	: 	: 
EUR,FAM,A1_2CH_67,EA19	: 	1566.10 	1406.85 	1417.82 	1428.10 	1418.77 	1416.77 	1438.49 	1361.89 	1265.14 	1137.25 	1092.59 	1083.29 	1074.31 	1045.93 	996.32 	983.41 	: 	: 	: 	: 	: 
EUR,FAM,A1_2CH_67,EE	1660.32 	1540.32 	920.64 	920.64 	920.64 	920.64 	920.33 	920.33 	920.33 	920.33 	920.33 	920.33 	920.33 	805.29 	805.29 	747.77 	747.77 	: 	: 	: 	: 	: 
EUR,FAM,A1_2CH_67,EL	640.00 	640.00 	640.00 	640.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_2CH_67,ES	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_2CH_67,EU15	: 	1912.59 	1737.56 	1719.93 	1714.42 	1675.42 	1671.29 	1657.40 	1618.23 	1599.34 	1479.43 	1432.16 	1406.38 	1386.72 	1392.28 	1351.04 	1342.88 	: 	: 	: 	: 	: 
EUR,FAM,A1_2CH_67,EU25	: 	1702.46 	1551.35 	1565.83 	1556.75 	1522.96 	1519.63 	1503.11 	1477.90 	1449.35 	1336.69 	1291.10 	1274.56 	1325.06 	1327.96 	1280.50 	1269.06 	: 	: 	: 	: 	: 
EUR,FAM,A1_2CH_67,EU28	: 	1669.55 	1512.46 	1506.31 	1468.37 	1437.48 	1442.29 	1425.46 	1388.16 	1367.15 	1252.75 	1217.48 	1194.14 	1234.95 	1236.82 	1185.65 	1171.47 	: 	: 	: 	: 	: 
EUR,FAM,A1_2CH_67,FI	3583.80 	3583.80 	3797.04 	3797.04 	3797.04 	3659.10 	3644.40 	3644.40 	3644.40 	3404.40 	3404.40 	3404.40 	3404.40 	3212.40 	3212.40 	3213.06 	3213.06 	: 	: 	: 	: 	: 
EUR,FAM,A1_2CH_67,FR	5393.45 	1552.16 	1549.74 	1538.22 	1524.50 	1509.37 	1487.01 	1487.01 	1422.41 	1429.82 	1381.06 	1381.06 	1350.99 	1350.99 	1321.88 	1279.63 	1250.51 	: 	: 	: 	: 	: 
EUR,FAM,A1_2CH_67,HR	: 	723.41 	721.45 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,FAM,A1_2CH_67,HU	: 	1145.81 	1150.59 	1196.48 	1228.00 	1271.43 	1289.39 	1267.08 	1412.27 	1317.68 	1180.66 	754.69 	712.87 	666.35 	614.09 	505.09 	498.38 	: 	: 	: 	: 	: 
EUR,FAM,A1_2CH_67,IE	9081.60 	9103.50 	9265.48 	9417.17 	9475.42 	10031.77 	10015.36 	10172.70 	9011.81 	8746.59 	9468.13 	6728.90 	5906.85 	5054.87 	4323.99 	1955.40 	1711.61 	: 	: 	: 	: 	: 
EUR,FAM,A1_2CH_67,IS	: 	3795.07 	3673.50 	3327.91 	2522.22 	2686.25 	2780.04 	2911.55 	3412.59 	4812.26 	4759.90 	5081.61 	4091.43 	4064.59 	4056.76 	4290.53 	4706.10 	: 	: 	: 	: 	: 
EUR,FAM,A1_2CH_67,IT	2619.00 	2619.00 	2631.96 	2631.96 	2619.00 	2592.96 	2606.04 	2658.00 	2631.96 	2684.04 	1977.00 	1977.00 	1977.00 	1977.00 	1977.00 	1977.00 	1977.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_2CH_67,JP	: 	1786.91 	1710.50 	1850.99 	2341.69 	2649.60 	2271.16 	920.67 	787.14 	744.19 	821.81 	438.44 	446.30 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_2CH_67,LT	: 	1368.00 	1355.42 	1355.42 	1716.87 	1716.87 	1716.87 	1716.87 	1716.87 	361.45 	347.54 	347.54 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_2CH_67,LU	7521.72 	7521.72 	7521.72 	7521.72 	7521.72 	7521.72 	7521.72 	7521.72 	7521.72 	5676.72 	5676.72 	5529.12 	5437.14 	5326.64 	5271.84 	4437.10 	4328.82 	: 	: 	: 	: 	: 
EUR,FAM,A1_2CH_67,LV	409.68 	409.68 	273.12 	1471.13 	275.35 	271.84 	270.92 	272.07 	300.56 	301.67 	227.52 	227.52 	238.12 	247.23 	193.12 	200.32 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_2CH_67,MT	: 	1395.54 	1424.99 	1363.96 	1382.89 	1402.13 	1536.91 	1598.37 	1624.01 	552.56 	561.03 	574.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,FAM,A1_2CH_67,NL	5970.94 	5869.63 	2971.66 	3019.72 	3019.04 	3084.19 	3014.18 	3133.86 	2827.74 	1830.00 	1754.00 	1715.71 	1715.71 	1704.69 	1658.45 	1604.00 	1752.05 	: 	: 	: 	: 	: 
EUR,FAM,A1_2CH_67,NO	: 	3901.85 	4179.83 	4473.08 	4671.51 	4480.71 	4362.66 	4001.01 	4246.26 	4356.02 	4346.85 	4367.48 	4179.36 	4372.20 	4660.26 	4347.70 	3801.35 	: 	: 	: 	: 	: 
EUR,FAM,A1_2CH_67,PL	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	303.08 	231.84 	261.07 	257.56 	216.96 	: 	: 	: 	: 	: 
EUR,FAM,A1_2CH_67,PT	969.41 	840.67 	840.67 	840.67 	840.67 	840.67 	1096.58 	1130.38 	760.54 	653.28 	633.60 	615.12 	600.00 	695.76 	629.76 	593.77 	384.27 	: 	: 	: 	: 	: 
EUR,FAM,A1_2CH_67,RO	: 	1004.18 	550.89 	228.11 	226.04 	237.79 	467.21 	452.84 	208.55 	402.96 	163.37 	336.71 	124.41 	150.20 	134.31 	143.05 	108.42 	: 	: 	: 	: 	: 
EUR,FAM,A1_2CH_67,SE	: 	2886.62 	2967.52 	3120.85 	3101.99 	2990.03 	2830.99 	2486.09 	2745.65 	2854.02 	2852.70 	2456.31 	2498.82 	2498.85 	2488.78 	2463.51 	2415.57 	: 	: 	: 	: 	: 
EUR,FAM,A1_2CH_67,SI	3210.01 	3210.01 	3210.01 	2716.16 	2716.16 	2722.63 	2700.06 	2653.86 	2571.95 	2244.26 	2189.53 	2140.51 	2100.85 	2006.11 	1871.71 	1748.87 	1640.85 	: 	: 	: 	: 	: 
EUR,FAM,A1_2CH_67,SK	564.48 	564.48 	564.48 	554.40 	540.96 	528.24 	527.76 	510.00 	430.19 	430.19 	430.19 	430.19 	408.95 	661.22 	661.22 	621.39 	621.39 	: 	: 	: 	: 	: 
EUR,FAM,A1_2CH_67,TR	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_2CH_67,UK	: 	2478.00 	2202.48 	2069.11 	2167.07 	2024.72 	2048.41 	1943.05 	2052.90 	2307.38 	2237.22 	2245.70 	2197.40 	2138.31 	2323.68 	2332.96 	2350.53 	: 	: 	: 	: 	: 
EUR,FAM,A1_2CH_67,US	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	611.91 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_50,AT	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_50,BE	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_50,BG	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_50,CH	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_50,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,FAM,A1_50,CZ	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_50,DE	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_50,DK	: 	165.58 	211.94 	211.86 	174.64 	174.48 	174.56 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_50,EA17	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_50,EA18	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_50,EA19	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_50,EE	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_50,EL	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_50,ES	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_50,EU15	: 	2.80 	3.58 	3.58 	2.70 	2.70 	2.72 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_50,EU25	: 	2.38 	3.05 	3.05 	2.30 	2.30 	2.31 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_50,EU28	: 	2.25 	2.88 	2.89 	2.14 	2.14 	2.15 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_50,FI	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_50,FR	714.45 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_50,HR	: 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,FAM,A1_50,HU	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_50,IE	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_50,IS	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_50,IT	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_50,JP	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_50,LT	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_50,LU	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_50,LV	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_50,MT	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,FAM,A1_50,NL	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_50,NO	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_50,PL	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_50,PT	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_50,RO	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,FAM,A1_50,SE	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_50,SI	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_50,SK	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_50,TR	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_50,UK	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_50,US	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	407.94 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_67,AT	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_67,BE	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_67,BG	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_67,CH	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_67,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,FAM,A1_67,CZ	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_67,DE	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_67,DK	: 	128.04 	174.38 	174.31 	174.64 	174.48 	174.56 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_67,EA17	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_67,EA18	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_67,EA19	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_67,EE	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_67,EL	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_67,ES	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_67,EU15	: 	2.17 	2.94 	2.95 	2.70 	2.70 	2.72 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_67,EU25	: 	1.84 	2.51 	2.51 	2.30 	2.30 	2.31 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_67,EU28	: 	1.74 	2.37 	2.38 	2.14 	2.14 	2.15 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_67,FI	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_67,FR	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_67,HR	: 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,FAM,A1_67,HU	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_67,IE	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_67,IS	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_67,IT	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_67,JP	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_67,LT	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_67,LU	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_67,LV	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_67,MT	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,FAM,A1_67,NL	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_67,NO	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_67,PL	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_67,PT	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_67,RO	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,FAM,A1_67,SE	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_67,SI	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,FAM,A1_67,SK	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
